algorithm,n,test_type,bins_used,waste,runtime_ms,approx_ratio
NextFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0015,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0005,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0014,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0011,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0015,1.0000
NextFit,12,random_uniform,6,1.213605,0.0009,1.2000
FirstFit,12,random_uniform,6,1.213605,0.0008,1.2000
BestFit,12,random_uniform,6,1.213605,0.0015,1.2000
FFD,12,random_uniform,5,0.213605,0.0009,1.0000
BFD,12,random_uniform,5,0.213605,0.0016,1.0000
NextFit,12,random_normal,7,1.453372,0.0014,1.1667
FirstFit,12,random_normal,7,1.453372,0.0009,1.1667
BestFit,12,random_normal,6,0.453372,0.0018,1.0000
FFD,12,random_normal,6,0.453372,0.0011,1.0000
BFD,12,random_normal,6,0.453372,0.0019,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0011,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0017,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0015,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0011,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0013,1.0000
NextFit,12,random_uniform,7,1.441791,0.0010,1.1667
FirstFit,12,random_uniform,7,1.441791,0.0008,1.1667
BestFit,12,random_uniform,7,1.441791,0.0013,1.1667
FFD,12,random_uniform,6,0.441791,0.0008,1.0000
BFD,12,random_uniform,6,0.441791,0.0015,1.0000
NextFit,12,random_normal,7,0.783026,0.0012,1.0000
FirstFit,12,random_normal,7,0.783026,0.0010,1.0000
BestFit,12,random_normal,7,0.783026,0.0018,1.0000
FFD,12,random_normal,7,0.783026,0.0011,1.0000
BFD,12,random_normal,7,0.783026,0.0019,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0017,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0016,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0011,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0015,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0012,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0016,1.0000
NextFit,12,random_uniform,10,2.880975,0.0013,1.1111
FirstFit,12,random_uniform,9,1.880975,0.0010,1.0000
BestFit,12,random_uniform,9,1.880975,0.0019,1.0000
FFD,12,random_uniform,9,1.880975,0.0010,1.0000
BFD,12,random_uniform,9,1.880975,0.0020,1.0000
NextFit,12,random_normal,10,3.204977,0.0008,1.1111
FirstFit,12,random_normal,9,2.204977,0.0007,1.0000
BestFit,12,random_normal,9,2.204977,0.0017,1.0000
FFD,12,random_normal,9,2.204977,0.0008,1.0000
BFD,12,random_normal,9,2.204977,0.0016,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0005,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0008,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0015,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0011,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0017,1.0000
NextFit,12,random_uniform,7,1.923441,0.0009,1.1667
FirstFit,12,random_uniform,6,0.923441,0.0008,1.0000
BestFit,12,random_uniform,6,0.923441,0.0014,1.0000
FFD,12,random_uniform,6,0.923441,0.0009,1.0000
BFD,12,random_uniform,6,0.923441,0.0018,1.0000
NextFit,12,random_normal,8,2.021404,0.0009,1.1429
FirstFit,12,random_normal,7,1.021404,0.0008,1.0000
BestFit,12,random_normal,7,1.021404,0.0013,1.0000
FFD,12,random_normal,7,1.021404,0.0009,1.0000
BFD,12,random_normal,7,1.021404,0.0014,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0015,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0004,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0011,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0004,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0008,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0012,1.0000
NextFit,12,random_uniform,8,1.415930,0.0009,1.0000
FirstFit,12,random_uniform,8,1.415930,0.0008,1.0000
BestFit,12,random_uniform,8,1.415930,0.0015,1.0000
FFD,12,random_uniform,8,1.415930,0.0008,1.0000
BFD,12,random_uniform,8,1.415930,0.0016,1.0000
NextFit,12,random_normal,9,2.679643,0.0008,1.0000
FirstFit,12,random_normal,9,2.679643,0.0007,1.0000
BestFit,12,random_normal,9,2.679643,0.0015,1.0000
FFD,12,random_normal,9,2.679643,0.0008,1.0000
BFD,12,random_normal,9,2.679643,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0014,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0019,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0010,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0016,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0011,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0014,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0011,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0016,1.0000
NextFit,12,random_uniform,7,1.560472,0.0009,1.1667
FirstFit,12,random_uniform,7,1.560472,0.0008,1.1667
BestFit,12,random_uniform,7,1.560472,0.0012,1.1667
FFD,12,random_uniform,6,0.560472,0.0010,1.0000
BFD,12,random_uniform,6,0.560472,0.0017,1.0000
NextFit,12,random_normal,5,1.006502,0.0006,1.0000
FirstFit,12,random_normal,5,1.006502,0.0006,1.0000
BestFit,12,random_normal,5,1.006502,0.0010,1.0000
FFD,12,random_normal,5,1.006502,0.0009,1.0000
BFD,12,random_normal,5,1.006502,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0005,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0016,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0009,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0016,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0011,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0018,1.0000
NextFit,12,random_uniform,8,2.362632,0.0011,1.3333
FirstFit,12,random_uniform,7,1.362632,0.0010,1.1667
BestFit,12,random_uniform,7,1.362632,0.0022,1.1667
FFD,12,random_uniform,6,0.362632,0.0011,1.0000
BFD,12,random_uniform,6,0.362632,0.0020,1.0000
NextFit,12,random_normal,9,3.069976,0.0027,1.2857
FirstFit,12,random_normal,7,1.069976,0.0011,1.0000
BestFit,12,random_normal,7,1.069976,0.0027,1.0000
FFD,12,random_normal,7,1.069976,0.0014,1.0000
BFD,12,random_normal,7,1.069976,0.0023,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0013,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0020,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0015,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0017,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0015,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0011,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0015,1.0000
NextFit,12,random_uniform,7,1.652013,0.0013,1.1667
FirstFit,12,random_uniform,6,0.652013,0.0007,1.0000
BestFit,12,random_uniform,6,0.652013,0.0014,1.0000
FFD,12,random_uniform,6,0.652013,0.0022,1.0000
BFD,12,random_uniform,6,0.652013,0.0040,1.0000
NextFit,12,random_normal,8,2.672245,0.0012,1.3333
FirstFit,12,random_normal,7,1.672245,0.0008,1.1667
BestFit,12,random_normal,7,1.672245,0.0012,1.1667
FFD,12,random_normal,6,0.672245,0.0010,1.0000
BFD,12,random_normal,6,0.672245,0.0019,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0020,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0010,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0017,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0013,1.0000
NextFit,12,random_uniform,11,3.757550,0.0009,1.2222
FirstFit,12,random_uniform,9,1.757550,0.0008,1.0000
BestFit,12,random_uniform,9,1.757550,0.0018,1.0000
FFD,12,random_uniform,9,1.757550,0.0010,1.0000
BFD,12,random_uniform,9,1.757550,0.0019,1.0000
NextFit,12,random_normal,10,2.996490,0.0009,1.1111
FirstFit,12,random_normal,9,1.996490,0.0008,1.0000
BestFit,12,random_normal,9,1.996490,0.0016,1.0000
FFD,12,random_normal,9,1.996490,0.0010,1.0000
BFD,12,random_normal,9,1.996490,0.0016,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0015,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0005,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0004,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0012,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0008,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0012,1.0000
NextFit,12,random_uniform,8,1.787769,0.0012,1.0000
FirstFit,12,random_uniform,8,1.787769,0.0010,1.0000
BestFit,12,random_uniform,8,1.787769,0.0018,1.0000
FFD,12,random_uniform,8,1.787769,0.0011,1.0000
BFD,12,random_uniform,8,1.787769,0.0019,1.0000
NextFit,12,random_normal,9,2.900137,0.0012,1.2857
FirstFit,12,random_normal,8,1.900137,0.0009,1.1429
BestFit,12,random_normal,8,1.900137,0.0016,1.1429
FFD,12,random_normal,7,0.900137,0.0009,1.0000
BFD,12,random_normal,7,0.900137,0.0017,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0014,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0020,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0011,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0016,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0014,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0004,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0013,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0013,1.0000
NextFit,12,random_uniform,9,3.298405,0.0010,1.2857
FirstFit,12,random_uniform,7,1.298405,0.0008,1.0000
BestFit,12,random_uniform,7,1.298405,0.0015,1.0000
FFD,12,random_uniform,7,1.298405,0.0008,1.0000
BFD,12,random_uniform,7,1.298405,0.0016,1.0000
NextFit,12,random_normal,9,2.636144,0.0009,1.2857
FirstFit,12,random_normal,8,1.636144,0.0008,1.1429
BestFit,12,random_normal,7,0.636144,0.0014,1.0000
FFD,12,random_normal,7,0.636144,0.0008,1.0000
BFD,12,random_normal,7,0.636144,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0015,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0016,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0011,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0013,1.0000
NextFit,12,random_uniform,8,2.429033,0.0012,1.1429
FirstFit,12,random_uniform,7,1.429033,0.0008,1.0000
BestFit,12,random_uniform,7,1.429033,0.0016,1.0000
FFD,12,random_uniform,7,1.429033,0.0009,1.0000
BFD,12,random_uniform,7,1.429033,0.0015,1.0000
NextFit,12,random_normal,8,2.235372,0.0009,1.1429
FirstFit,12,random_normal,7,1.235372,0.0007,1.0000
BestFit,12,random_normal,7,1.235372,0.0015,1.0000
FFD,12,random_normal,7,1.235372,0.0009,1.0000
BFD,12,random_normal,7,1.235372,0.0016,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0017,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0015,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0005,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0008,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0015,1.0000
NextFit,12,random_uniform,8,2.554715,0.0013,1.3333
FirstFit,12,random_uniform,6,0.554715,0.0009,1.0000
BestFit,12,random_uniform,6,0.554715,0.0018,1.0000
FFD,12,random_uniform,6,0.554715,0.0010,1.0000
BFD,12,random_uniform,6,0.554715,0.0021,1.0000
NextFit,12,random_normal,7,1.717453,0.0008,1.1667
FirstFit,12,random_normal,6,0.717453,0.0008,1.0000
BestFit,12,random_normal,6,0.717453,0.0015,1.0000
FFD,12,random_normal,6,0.717453,0.0008,1.0000
BFD,12,random_normal,6,0.717453,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0016,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0011,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0012,1.0000
NextFit,12,random_uniform,8,1.833038,0.0011,1.1429
FirstFit,12,random_uniform,7,0.833038,0.0009,1.0000
BestFit,12,random_uniform,7,0.833038,0.0013,1.0000
FFD,12,random_uniform,7,0.833038,0.0008,1.0000
BFD,12,random_uniform,7,0.833038,0.0015,1.0000
NextFit,12,random_normal,8,2.590502,0.0007,1.3333
FirstFit,12,random_normal,7,1.590502,0.0008,1.1667
BestFit,12,random_normal,7,1.590502,0.0013,1.1667
FFD,12,random_normal,6,0.590502,0.0007,1.0000
BFD,12,random_normal,6,0.590502,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0013,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0013,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0016,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0012,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0012,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0014,1.0000
NextFit,12,random_uniform,8,2.258371,0.0011,1.1429
FirstFit,12,random_uniform,8,2.258371,0.0009,1.1429
BestFit,12,random_uniform,8,2.258371,0.0016,1.1429
FFD,12,random_uniform,7,1.258371,0.0010,1.0000
BFD,12,random_uniform,7,1.258371,0.0019,1.0000
NextFit,12,random_normal,9,2.987414,0.0011,1.2857
FirstFit,12,random_normal,8,1.987414,0.0007,1.1429
BestFit,12,random_normal,8,1.987414,0.0014,1.1429
FFD,12,random_normal,7,0.987414,0.0009,1.0000
BFD,12,random_normal,7,0.987414,0.0016,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0015,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0015,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0011,1.0000
NextFit,12,random_uniform,10,3.312671,0.0012,1.2500
FirstFit,12,random_uniform,8,1.312671,0.0009,1.0000
BestFit,12,random_uniform,8,1.312671,0.0018,1.0000
FFD,12,random_uniform,8,1.312671,0.0011,1.0000
BFD,12,random_uniform,8,1.312671,0.0019,1.0000
NextFit,12,random_normal,10,3.755693,0.0012,1.2500
FirstFit,12,random_normal,8,1.755693,0.0011,1.0000
BestFit,12,random_normal,8,1.755693,0.0019,1.0000
FFD,12,random_normal,8,1.755693,0.0011,1.0000
BFD,12,random_normal,8,1.755693,0.0018,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0015,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0012,1.0000
NextFit,12,random_uniform,9,3.117593,0.0009,1.2857
FirstFit,12,random_uniform,8,2.117593,0.0008,1.1429
BestFit,12,random_uniform,8,2.117593,0.0015,1.1429
FFD,12,random_uniform,7,1.117593,0.0008,1.0000
BFD,12,random_uniform,7,1.117593,0.0016,1.0000
NextFit,12,random_normal,10,3.650612,0.0010,1.2500
FirstFit,12,random_normal,9,2.650612,0.0008,1.1250
BestFit,12,random_normal,9,2.650612,0.0016,1.1250
FFD,12,random_normal,8,1.650612,0.0007,1.0000
BFD,12,random_normal,8,1.650612,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0014,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0013,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0014,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0011,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0013,1.0000
NextFit,12,random_uniform,6,1.674791,0.0008,1.2000
